Nutrient,Age-sex group (*: excludes pregnant or breastfeeding),N,Article_group1,Food group_level1,Article_group2,Food group_level2,Article_group3,Food group_level3,Amount,Amount_SE,L95%CI,U95%CI,Unit,Percentage,Percentage_SE,Interpretation_Notes,Food_Group_Level
Calcium,Hommes adultes 19 ans +,1481,des,Produits céréaliers,des,Céréales pour déjeuner,des,Céréales pour déjeuner à grains entiers - À l'avoine et à haute teneur en fibres,11.5,0.9,9.7,13.3,mg,1.3,0.1,,3
Calcium,Hommes adultes 19 ans +,523,des,Produits céréaliers,des,Céréales pour déjeuner,des,Céréales pour déjeuner (autre),3,0.4,2.3,3.7,mg,0.3,0,,3
Calcium,Hommes adultes 19 ans +,383,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Barres granola,2.8,0.3,2.2,3.4,mg,0.3,0,,3
Calcium,Hommes adultes 19 ans +,33,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Gâteaux,0.1,0,0,0.2,mg,0,0,,3
Calcium,Hommes adultes 19 ans +,26,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Brioches - beignes et autres pâtisseries,0.1,0,0,0.1,mg,0,0,,3
Calcium,Hommes adultes 19 ans +,3442,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,des,Grains céréaliers et farines,4.5,0.2,4.1,4.9,mg,0.5,0,,3
Calcium,Hommes adultes 19 ans +,1250,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,des,Pâtes alimentaires,4.2,0.3,3.5,4.8,mg,0.5,0,,3
Calcium,Hommes adultes 19 ans +,1449,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,du,Riz,4.5,0.3,3.9,5,mg,0.5,0,,3
Calcium,Hommes adultes 19 ans +,5408,de la,Viandes et volailles,,,,,21.9,0.7,20.6,23.3,mg,2.6,0.1,,1
Calcium,Hommes adultes 19 ans +,2399,de la,Viandes et volailles,de la,Volaille,,,7,0.4,6.2,7.8,mg,0.8,0,,2
Calcium,Hommes adultes 19 ans +,2687,de la,Viandes et volailles,des,Viandes transformées,,,6.6,0.4,5.9,7.4,mg,0.8,0,,2
Calcium,Hommes adultes 19 ans +,3058,de la,Viandes et volailles,de la,Viande rouge,,,8.3,0.5,7.4,9.3,mg,1,0.1,,2
Calcium,Hommes adultes 19 ans +,2227,de la,Viandes et volailles,de la,Volaille,du,Poulet,6.3,0.4,5.6,7.1,mg,0.7,0,,3
Calcium,Hommes adultes 19 ans +,248,de la,Viandes et volailles,de la,Volaille,de la,Dinde et autres volailles,0.7,0.2,0.4,1,mg,0.1,0,E,3
Calcium,Hommes adultes 19 ans +,1450,de la,Viandes et volailles,des,Viandes transformées,des,Viandes froides,3.7,0.3,3.1,4.2,mg,0.4,0,,3
Calcium,Hommes adultes 19 ans +,871,de la,Viandes et volailles,des,Viandes transformées,des,Saucisses,2.4,0.3,1.8,2.9,mg,0.3,0,,3
Calcium,Hommes adultes 19 ans +,732,de la,Viandes et volailles,des,Viandes transformées,du,Bacon,0.4,0,0.3,0.4,mg,0,0,,3
Calcium,Hommes adultes 19 ans +,318,de la,Viandes et volailles,des,Viandes transformées,du,Porc salé,0.2,0,0.2,0.3,mg,0,0,,3
Calcium,Hommes adultes 19 ans +,2338,de la,Viandes et volailles,de la,Viande rouge,du,Bœuf,5.1,0.3,4.6,5.7,mg,0.6,0,,3
Calcium,Hommes adultes 19 ans +,842,de la,Viandes et volailles,de la,Viande rouge,du,Porc frais,2.7,0.4,1.9,3.5,mg,0.3,0,,3
Calcium,Hommes adultes 19 ans +,166,de la,Viandes et volailles,de la,Viande rouge,de l',Agneau - veau et gibiers,0.4,0.1,0.3,0.5,mg,0,0,E,3
Calcium,Hommes adultes 19 ans +,39,de la,Viandes et volailles,de la,Viande rouge,des,Abats - foies et pâtés,0,0,0,0.1,mg,0,0,,3
Calcium,Hommes adultes 19 ans +,4590,des,Substituts de viande,,,,,41,2.6,35.9,46.2,mg,4.8,0.3,,1
Calcium,Hommes adultes 19 ans +,3647,des,Substituts de viande,des,Œufs,,,15.4,0.9,13.6,17.2,mg,1.8,0.1,,2
Calcium,Hommes adultes 19 ans +,663,des,Substituts de viande,des,Légumineuses,,,4.6,0.4,3.7,5.4,mg,0.5,0,,2
Calcium,Hommes adultes 19 ans +,1978,des,Substituts de viande,des,Noix - graines et beurre d'arachides,,,12.5,1,10.5,14.5,mg,1.5,0.1,,2
Calcium,Hommes adultes 19 ans +,176,des,Substituts de viande,du,Tofu et produits sans viande,,,8.6,2.2,4.2,12.9,mg,1,0.3,E,2
Calcium,Hommes adultes 19 ans +,316,des,Boissons et barres nutritionnelles,,,,,12,2,8,16,mg,1.4,0.2,E,1
Calcium,Hommes adultes 19 ans +,267,des,Boissons et barres nutritionnelles,des,Substituts de repas et boissons nutritionnelles,,,10.1,1.9,6.3,13.9,mg,1.2,0.2,E,2
Calcium,Hommes adultes 19 ans +,63,des,Boissons et barres nutritionnelles,des,Barres nutritionnelles,,,1.9,0.6,0.8,3,mg,0.2,0.1,E,2
Calcium,Hommes adultes 19 ans +,5856,des,Soupes - sauces - Épices et autres ingrédients,,,,,32.5,2,28.7,36.3,mg,3.8,0.2,,1
Calcium,Hommes adultes 19 ans +,2384,des,Soupes - sauces - Épices et autres ingrédients,des,Sauces et sauces brunes,,,4.6,0.3,4,5.2,mg,0.5,0,,2
Calcium,Hommes adultes 19 ans +,1511,des,Soupes - sauces - Épices et autres ingrédients,des,Soupes,,,4.1,0.3,3.5,4.8,mg,0.5,0,,2
Calcium,Hommes adultes 19 ans +,5575,des,Soupes - sauces - Épices et autres ingrédients,des,Épices - assaisonnements et autres ingrédients ,,,23.8,1.9,20.1,27.5,mg,2.8,0.2,,2
Calcium,Hommes adultes 19 ans +,5232,des,Confiserie - sucres et grignotines salées,,,,,32.1,1.8,28.6,35.5,mg,3.7,0.2,,1
Calcium,Hommes adultes 19 ans +,1527,des,Confiserie - sucres et grignotines salées,des,Confiserie,,,6.8,1.1,4.7,8.9,mg,0.8,0.1,,2
Calcium,Hommes adultes 19 ans +,771,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,,,15.7,1.4,13,18.4,mg,1.8,0.2,,2
Calcium,Hommes adultes 19 ans +,1268,des,Confiserie - sucres et grignotines salées,des,Grignotines salées,,,5.4,0.6,4.2,6.7,mg,0.6,0.1,,2
Calcium,Hommes adultes 19 ans +,4671,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,,,4.1,0.3,3.5,4.7,mg,0.5,0,,2
Calcium,Hommes adultes 19 ans +,1023,des,Confiserie - sucres et grignotines salées,des,Confiserie,du,Chocolat - bonbons et barres,4.5,0.4,3.7,5.3,mg,0.5,0,,3
Calcium,Hommes adultes 19 ans +,170,des,Confiserie - sucres et grignotines salées,des,Confiserie,des,Gélatine - garnitures à dessert et poudings,0.7,0.1,0.5,1,mg,0.1,0,,3
Calcium,Hommes adultes 19 ans +,497,des,Confiserie - sucres et grignotines salées,des,Confiserie,des,Bonbons,F,F,,,mg,F,F,F,3
Calcium,Hommes adultes 19 ans +,702,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,des,Produits laitiers glacés et analogues,15.5,1.4,12.9,18.2,mg,1.8,0.2,,3
Calcium,Hommes adultes 19 ans +,80,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,des,Popsicles et sorbet,F,F,,,mg,F,F,F,3
Calcium,Hommes adultes 19 ans +,1360,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Autres sucres et sirops,2.8,0.3,2.2,3.3,mg,0.3,0,,3
Calcium,Hommes adultes 19 ans +,726,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Confitures - gelées et marmelades,0.5,0.1,0.4,0.7,mg,0.1,0,E,3
Calcium,Hommes adultes 19 ans +,4068,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Sucres,0.8,0.1,0.6,1,mg,0.1,0,,3
Calcium,Hommes adultes 19 ans +,322,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Édulcorants,0,0,0,0,mg,0,0,,3
Calcium,Femmes adultes* 19 ans +,21,des,Aliments pour bébés,,,,,F,F,,,mg,F,F,F,1
Calcium,Femmes adultes* 19 ans +,19,des,Aliments pour bébés,des,Produits alimentaires pour bébés,,,F,F,,,mg,F,F,F,2
Calcium,Femmes adultes* 19 ans +,,des,Aliments pour bébés,des,Préparation pour nourrissons,,,X,X,,,mg,X,X,<10,2
Calcium,Femmes adultes* 19 ans +,6828,des,Boissons (excluant laits),,,,,53.2,1.2,50.9,55.5,mg,7.6,0.2,,1
Calcium,Femmes adultes* 19 ans +,1439,des,Boissons (excluant laits),de l',Alcool,,,4.5,0.3,3.9,5,mg,0.6,0,,2
Calcium,Femmes adultes* 19 ans +,5777,des,Boissons (excluant laits),du,Café et thé,,,7.1,0.2,6.7,7.5,mg,1,0,,2
Calcium,Femmes adultes* 19 ans +,30,des,Boissons (excluant laits),des,Boissons Énergisantes,,,0.1,0,0,0.1,mg,0,0,,2
Calcium,Femmes adultes* 19 ans +,514,des,Boissons (excluant laits),des,Boissons aux fruits,,,1.5,0.3,1,2,mg,0.2,0,E,2
Calcium,Femmes adultes* 19 ans +,1983,des,Boissons (excluant laits),des,Jus de fruit,,,8.8,0.6,7.6,10,mg,1.3,0.1,,2
Calcium,Femmes adultes* 19 ans +,145,des,Boissons (excluant laits),des,Autres boissons,,,1.2,0.2,0.7,1.7,mg,0.2,0,E,2
Calcium,Femmes adultes* 19 ans +,1495,des,Boissons (excluant laits),des,Boissons gazeuses,,,2.4,0.2,2.1,2.7,mg,0.3,0,,2
Calcium,Femmes adultes* 19 ans +,39,des,Boissons (excluant laits),des,Boissons pour sportifs,,,0,0,0,0,mg,0,0,,2
Calcium,Femmes adultes* 19 ans +,173,des,Boissons (excluant laits),des,Jus de tomates et de légumes,,,0.7,0.1,0.5,0.9,mg,0.1,0,,2
Calcium,Femmes adultes* 19 ans +,24,des,Boissons (excluant laits),de l',Eau vitaminée,,,0.1,0,0,0.1,mg,0,0,,2
Calcium,Femmes adultes* 19 ans +,6376,des,Boissons (excluant laits),de l',Eau,,,27,0.8,25.3,28.7,mg,3.9,0.1,,2
Calcium,Femmes adultes* 19 ans +,4441,des,Boissons (excluant laits),du,Café et thé,du,Café,6.1,0.2,5.7,6.4,mg,0.9,0,,3
Calcium,Femmes adultes* 19 ans +,2739,des,Boissons (excluant laits),du,Café et thé,du,Thé,1,0.1,0.8,1.2,mg,0.1,0,,3
Calcium,Femmes adultes* 19 ans +,6447,des,Produits laitiers et Boissons à base de plantes,,,,,366.1,7.8,350.7,381.5,mg,52.2,0.6,,1
Calcium,Femmes adultes* 19 ans +,3758,des,Produits laitiers et Boissons à base de plantes,des,Fromages,,,137,4.8,127.5,146.4,mg,19.5,0.6,,2
Calcium,Femmes adultes* 19 ans +,5851,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,,,190.9,5.7,179.8,202,mg,27.2,0.6,,2
Calcium,Femmes adultes* 19 ans +,1629,des,Produits laitiers et Boissons à base de plantes,des,Yogourts,,,38.2,2.5,33.4,43.1,mg,5.5,0.3,,2
Calcium,Femmes adultes* 19 ans +,4136,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,du,Lait 2%,89.3,3.7,81.9,96.6,mg,12.7,0.5,,3
Calcium,Femmes adultes* 19 ans +,2244,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,du,Lait 1%,39.2,2.6,34.1,44.4,mg,5.6,0.4,,3
Calcium,Femmes adultes* 19 ans +,2211,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,du,Lait écrémé,20.3,1.5,17.4,23.2,mg,2.9,0.2,,3
Calcium,Femmes adultes* 19 ans +,1928,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,du,Lait entier,19.7,2.7,14.4,24.9,mg,2.8,0.4,,3
Calcium,Femmes adultes* 19 ans +,358,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,des,Boissons à base de plantes,12.9,1.4,10.1,15.7,mg,1.8,0.2,,3
Calcium,Femmes adultes* 19 ans +,1769,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,de la,Crème et autres types de lait,9.6,0.6,8.4,10.7,mg,1.4,0.1,,3
Calcium,Femmes adultes* 19 ans +,6356,des,Graisses et huiles,,,,,2.6,0.1,2.4,2.8,mg,0.4,0,,1
Calcium,Femmes adultes* 19 ans +,369,des,Graisses et huiles,des,Graisses animales,,,0,0,0,0,mg,0,0,,2
Calcium,Femmes adultes* 19 ans +,1972,des,Graisses et huiles,du,Beurre,,,0.8,0.1,0.6,0.9,mg,0.1,0,,2
Calcium,Femmes adultes* 19 ans +,3711,des,Graisses et huiles,des,Margarines,,,0.5,0,0.4,0.5,mg,0.1,0,,2
Calcium,Femmes adultes* 19 ans +,2686,des,Graisses et huiles,des,Sauces pour salade,,,1.3,0.1,1.2,1.5,mg,0.2,0,,2
Calcium,Femmes adultes* 19 ans +,2412,des,Graisses et huiles,du,Shortening,,,0,0,0,0,mg,0,0,,2
Calcium,Femmes adultes* 19 ans +,3379,des,Graisses et huiles,des,Huiles végétales,,,0,0,0,0,mg,0,0,,2
Calcium,Femmes adultes* 19 ans +,1279,des,Poissons et fruits de mer,,,,,7.8,0.8,6.1,9.4,mg,1.1,0.1,,1
Calcium,Femmes adultes* 19 ans +,994,des,Poissons et fruits de mer,des,Poissons,,,5.8,0.8,4.2,7.4,mg,0.8,0.1,,2
Calcium,Femmes adultes* 19 ans +,370,des,Poissons et fruits de mer,des,Mollusques et crustacés,,,2,0.3,1.5,2.5,mg,0.3,0,,2
Calcium,Femmes adultes* 19 ans +,6595,des,Fruits et légumes,,,,,70.6,1.8,67,74.1,mg,10.1,0.3,,1
Calcium,Femmes adultes* 19 ans +,4951,des,Fruits et légumes,des,Fruits,,,19.5,0.8,18,21,mg,2.8,0.1,,2
Calcium,Femmes adultes* 19 ans +,6291,des,Fruits et légumes,des,Légumes incluant pommes de terre,,,51,1.5,48.2,53.9,mg,7.3,0.2,,2
Calcium,Femmes adultes* 19 ans +,1356,des,Fruits et légumes,des,Fruits,des,Agrumes,7.5,0.5,6.6,8.5,mg,1.1,0.1,,3
Calcium,Femmes adultes* 19 ans +,854,des,Fruits et légumes,des,Fruits,des,Autres fruits,2.7,0.5,1.8,3.6,mg,0.4,0.1,E,3
Calcium,Femmes adultes* 19 ans +,1574,des,Fruits et légumes,des,Fruits,des,Pomme,2.1,0.1,1.8,2.3,mg,0.3,0,,3
Calcium,Femmes adultes* 19 ans +,1597,des,Fruits et légumes,des,Fruits,des,Baies,2.1,0.1,1.8,2.3,mg,0.3,0,,3
Calcium,Femmes adultes* 19 ans +,1919,des,Fruits et légumes,des,Fruits,des,Banane,1.3,0.1,1.2,1.4,mg,0.2,0,,3
Calcium,Femmes adultes* 19 ans +,1006,des,Fruits et légumes,des,Fruits,des,Raisins et raisins secs,1.2,0.1,0.9,1.5,mg,0.2,0,,3
Calcium,Femmes adultes* 19 ans +,306,des,Fruits et légumes,des,Fruits,des,Melons,0.8,0.1,0.6,1.1,mg,0.1,0,,3
Calcium,Femmes adultes* 19 ans +,265,des,Fruits et légumes,des,Fruits,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,0.6,0.1,0.4,0.7,mg,0.1,0,E,3
Calcium,Femmes adultes* 19 ans +,327,des,Fruits et légumes,des,Fruits,des,Ananas,0.5,0.1,0.3,0.6,mg,0.1,0,E,3
Calcium,Femmes adultes* 19 ans +,215,des,Fruits et légumes,des,Fruits,des,Cerises,0.3,0,0.2,0.3,mg,0,0,,3
Calcium,Femmes adultes* 19 ans +,259,des,Fruits et légumes,des,Fruits,des,Pêches et nectarines,0.3,0,0.2,0.4,mg,0,0,,3
Calcium,Femmes adultes* 19 ans +,133,des,Fruits et légumes,des,Fruits,des,Prunes et pruneaux,0.2,0,0.1,0.3,mg,0,0,,3
Calcium,Femmes adultes* 19 ans +,5446,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Autres légumes,20.9,0.6,19.7,22.1,mg,3,0.1,,3
Calcium,Femmes adultes* 19 ans +,3518,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Légumes vert foncé,19.9,1.1,17.8,22.1,mg,2.8,0.2,,3
Calcium,Femmes adultes* 19 ans +,2959,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Légumes féculents,5.5,0.3,5,6,mg,0.8,0,,3
Calcium,Femmes adultes* 19 ans +,2348,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Légumes jaune foncé ou orange,4.7,0.3,4,5.3,mg,0.7,0,,3
Calcium,Femmes adultes* 19 ans +,6669,des,Produits céréaliers,,,,,85.3,1.6,82.3,88.4,mg,12.2,0.2,,1
Calcium,Femmes adultes* 19 ans +,5520,des,Produits céréaliers,des,Pains,,,58.8,1.4,56.1,61.5,mg,8.4,0.2,,2
Calcium,Femmes adultes* 19 ans +,2230,des,Produits céréaliers,des,Céréales pour déjeuner,,,11.8,0.6,10.5,13.1,mg,1.7,0.1,,2
Calcium,Femmes adultes* 19 ans +,1575,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,,,3.9,0.3,3.3,4.5,mg,0.6,0,,2
Calcium,Femmes adultes* 19 ans +,4893,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,,,10.8,0.5,9.7,11.9,mg,1.5,0.1,,2
Calcium,Femmes adultes* 19 ans +,2551,des,Produits céréaliers,des,Pains,des,Pains et petits pains blancs,24.1,1,22.3,26,mg,3.4,0.1,,3
Calcium,Femmes adultes* 19 ans +,2239,des,Produits céréaliers,des,Pains,des,Pains et petits pains à grains entiers et blé entier,19.1,0.8,17.6,20.6,mg,2.7,0.1,,3
Calcium,Femmes adultes* 19 ans +,1994,des,Produits céréaliers,des,Pains,des,Autres produits panifiés,13.9,0.9,12.2,15.6,mg,2,0.1,,3
Calcium,Femmes adultes* 19 ans +,914,des,Produits céréaliers,des,Pains,des,Craquelins et biscottes,1.7,0.2,1.2,2.1,mg,0.2,0,,3
Calcium,Femmes adultes* 19 ans +,1756,des,Produits céréaliers,des,Céréales pour déjeuner,des,Céréales pour déjeuner à grains entiers - À l'avoine et à haute teneur en fibres,9.3,0.6,8.2,10.5,mg,1.3,0.1,,3
Calcium,Femmes adultes* 19 ans +,555,des,Produits céréaliers,des,Céréales pour déjeuner,des,Céréales pour déjeuner (autre),2.5,0.3,1.8,3.2,mg,0.4,0,,3
Calcium,Femmes adultes* 19 ans +,389,des,Produits céréaliers,des,,des,Barres granola,1.6,0.2,1.2,2.1,mg,0.2,0,,3
Calcium,Femmes adultes* 19 ans +,42,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Gâteaux,0.1,0,0,0.1,mg,0,0,,3
Calcium,Femmes adultes* 19 ans +,30,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Brioches - beignes et autres pâtisseries,0.1,0,0,0.1,mg,0,0,,3
Calcium,Femmes adultes* 19 ans +,,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Muffins et pains éclairs,X,X,,,mg,X,X,<10,3
Calcium,Femmes adultes* 19 ans +,3664,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,des,Grains céréaliers et farines,3.2,0.2,2.9,3.5,mg,0.5,0,,3
Calcium,Femmes adultes* 19 ans +,1358,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,des,Pâtes alimentaires,3.8,0.5,2.9,4.7,mg,0.5,0.1,,3
Calcium,Femmes adultes* 19 ans +,1522,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,du,Riz,3.8,0.3,3.3,4.3,mg,0.5,0,,3
Calcium,Femmes adultes* 19 ans +,5579,de la,Viandes et volailles,,,,,12.5,0.4,11.8,13.3,mg,1.8,0.1,,1
Calcium,Femmes adultes* 19 ans +,2644,de la,Viandes et volailles,de la,Volaille,,,4.8,0.2,4.4,5.3,mg,0.7,0,,2
Calcium,Femmes adultes* 19 ans +,2175,de la,Viandes et volailles,des,Viandes transformées,,,2.9,0.3,2.3,3.4,mg,0.4,0,,2
Calcium,Femmes adultes* 19 ans +,2884,de la,Viandes et volailles,de la,Viande rouge,,,4.8,0.2,4.4,5.2,mg,0.7,0,,2
Calcium,Femmes adultes* 19 ans +,2449,de la,Viandes et volailles,de la,Volaille,du,Poulet,4.5,0.2,4.1,5,mg,0.6,0,,3
Calcium,Femmes adultes* 19 ans +,263,de la,Viandes et volailles,de la,Volaille,de la,Dinde et autres volailles,0.3,0,0.2,0.4,mg,0,0,,3
Calcium,Femmes adultes* 19 ans +,1061,de la,Viandes et volailles,des,Viandes transformées,des,Viandes froides,1.6,0.2,1.1,2,mg,0.2,0,,3
Calcium,Femmes adultes* 19 ans +,644,de la,Viandes et volailles,des,Viandes transformées,des,Saucisses,0.9,0.1,0.7,1.1,mg,0.1,0,,3
Calcium,Femmes adultes* 19 ans +,599,de la,Viandes et volailles,des,Viandes transformées,du,Bacon,0.2,0,0.2,0.3,mg,0,0,,3
Calcium,Femmes adultes* 19 ans +,304,de la,Viandes et volailles,des,Viandes transformées,du,Porc salé,0.2,0,0.1,0.2,mg,0,0,,3
Calcium,Femmes adultes* 19 ans +,2116,de la,Viandes et volailles,de la,Viande rouge,du,Bœuf,3,0.2,2.6,3.3,mg,0.4,0,,3
Calcium,Femmes adultes* 19 ans +,851,de la,Viandes et volailles,de la,Viande rouge,du,Porc frais,1.5,0.1,1.2,1.7,mg,0.2,0,,3
Calcium,Femmes adultes* 19 ans +,144,de la,Viandes et volailles,de la,Viande rouge,de l',Agneau - veau et gibiers,0.3,0.1,0.2,0.4,mg,0,0,E,3
Calcium,Femmes adultes* 19 ans +,39,de la,Viandes et volailles,de la,Viande rouge,des,Abats - foies et pâtés,0,0,0,0.1,mg,0,0,,3
Calcium,Femmes adultes* 19 ans +,5118,des,Substituts de viande,,,,,31.2,1.5,28.2,34.2,mg,4.5,0.2,,1
Calcium,Femmes adultes* 19 ans +,3879,des,Substituts de viande,des,Œufs,,,10.1,0.4,9.3,11,mg,1.4,0.1,,2
Calcium,Femmes adultes* 19 ans +,790,des,Substituts de viande,des,Légumineuses,,,3.9,0.3,3.3,4.6,mg,0.6,0,,2
Calcium,Femmes adultes* 19 ans +,2513,des,Substituts de viande,des,Noix - graines et beurre d'arachides,,,11.1,0.6,9.8,12.4,mg,1.6,0.1,,2
Calcium,Femmes adultes* 19 ans +,202,des,Substituts de viande,du,Tofu et produits sans viande,,,6,1.3,3.5,8.6,mg,0.9,0.2,E,2
Calcium,Femmes adultes* 19 ans +,321,des,Boissons et barres nutritionnelles,,,,,10.1,1.6,7,13.3,mg,1.4,0.2,,1
Calcium,Femmes adultes* 19 ans +,263,des,Boissons et barres nutritionnelles,des,Substituts de repas et boissons nutritionnelles,,,7.3,0.9,5.6,9.1,mg,1,0.1,,2
Calcium,Femmes adultes* 19 ans +,71,des,Boissons et barres nutritionnelles,des,Barres nutritionnelles,,,F,F,,,mg,F,F,F,2
Calcium,Femmes adultes* 19 ans +,6382,des,Soupes - sauces - Épices et autres ingrédients,,,,,27.4,1.3,24.9,30,mg,3.9,0.2,,1
Calcium,Femmes adultes* 19 ans +,2243,des,Soupes - sauces - Épices et autres ingrédients,des,Sauces et sauces brunes,,,3.6,0.3,3.1,4.2,mg,0.5,0,,2
Calcium,Femmes adultes* 19 ans +,1853,des,Soupes - sauces - Épices et autres ingrédients,des,Soupes,,,3.9,0.3,3.2,4.6,mg,0.6,0,,2
Calcium,Femmes adultes* 19 ans +,6077,des,Soupes - sauces - Épices et autres ingrédients,des,Épices - assaisonnements et autres ingrédients ,,,19.9,1.2,17.5,22.3,mg,2.8,0.2,,2
Calcium,Femmes adultes* 19 ans +,5713,des,Confiserie - sucres et grignotines salées,,,,,32.5,1.8,28.9,36.1,mg,4.6,0.3,,1
Calcium,Femmes adultes* 19 ans +,1936,des,Confiserie - sucres et grignotines salées,des,Confiserie,,,8.3,1,6.4,10.2,mg,1.2,0.1,,2
Calcium,Femmes adultes* 19 ans +,844,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,,,16.6,1.4,13.9,19.4,mg,2.4,0.2,,2
Calcium,Femmes adultes* 19 ans +,1411,des,Confiserie - sucres et grignotines salées,des,Grignotines salées,,,4,0.5,3.1,5,mg,0.6,0.1,,2
Calcium,Femmes adultes* 19 ans +,4937,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,,,3.6,0.3,3,4.2,mg,0.5,0,,2
Calcium,Femmes adultes* 19 ans +,1238,des,Confiserie - sucres et grignotines salées,des,Confiserie,du,Chocolat - bonbons et barres,6.1,0.9,4.4,7.9,mg,0.9,0.1,,3
Calcium,Femmes adultes* 19 ans +,685,des,Confiserie - sucres et grignotines salées,des,Confiserie,des,Bonbons,1.1,0.3,0.5,1.7,mg,0.2,0,E,3
Calcium,Femmes adultes* 19 ans +,229,des,Confiserie - sucres et grignotines salées,des,Confiserie,des,Gélatine - garnitures à dessert et poudings,1,0.2,0.7,1.4,mg,0.1,0,E,3
Calcium,Femmes adultes* 19 ans +,762,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,des,Produits laitiers glacés et analogues,16.5,1.4,13.7,19.2,mg,2.3,0.2,,3
Calcium,Femmes adultes* 19 ans +,87,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,des,Popsicles et sorbet,F,F,,,mg,F,F,F,3
